(12,13)
(12,13)
(12,13)
(12,13)
(12,13)
(12,2172)
(12,2172)
(12,7846)
(12,10350)
(12,10350)
(12,10350)
(12,13348)
(12,13348)
(12,13348)
(12,36823)
(12,36823)
(12,428333)
(12,657863)
(12,657863)
(12,657863)
(12,657863)
(12,657863)
(12,657863)
(12,783214)
(12,783214)
(12,783214)
(12,783214)
(12,783214)
(12,783214)
(12,783214)
(12,783214)
(12,807095)
(12,813286)
(12,813286)
(12,813286)
(12,949521)
(12,949521)
(12,949521)
(12,949521)
(12,2384071)
(12,2384071)
(12,2384071)
(12,2384071)
(12,6017542)
(12,6017542)
(12,6017542)
(12,6017542)
(12,6141832)
(12,6141832)
(12,6480682)
(12,9624742)
(12,14293310)
(12,14293310)
(12,14677919)
(12,15846407)
(12,15846407)
(12,20609518)
(12,20609518)
(12,31353077)
(12,50393960)
(12,50393960)
(12,62581962)
(12,169686021)
(13,12)
(13,12)
(13,12)
(13,12)
(13,12)
(13,20)
(13,20)
(13,20)
(13,20)
(13,20)
(13,10350)
(13,10350)
(13,10350)
(13,10350)
(13,33423)
(13,33423)
(13,33423)
(13,33423)
(13,36823)
(13,36823)
(13,428333)
(13,428333)
(13,428333)
(13,657863)
(13,657863)
(13,657863)
(13,657863)
(13,657863)
(13,783214)
(13,783214)
(13,783214)
(13,783214)
(13,783214)
(13,783214)
(13,783214)
(13,813286)
(13,813286)
(13,813286)
(13,949521)
(13,949521)
(13,949521)
(13,949521)
(13,2384071)
(13,2384071)
(13,2384071)
(13,2384071)
(13,14348594)
(13,14824849)
(13,15439395)
(13,15439395)
(13,15485441)
(13,15485441)
(13,15485441)
(13,16129920)
(13,16129920)
(13,16303106)
(13,16303106)
(13,16303106)
(13,18396070)
(13,18396070)
(13,19637934)
(13,19637934)
(13,20536157)
(13,20536157)
(13,20536157)
(13,20536157)
(13,20536157)
(13,20536157)
(13,20609518)
(13,30313925)
(13,30313925)
(13,50374439)
(13,50393960)
(13,50393960)
(13,50393960)
(13,50393960)
(13,50393960)
(13,50393960)
(13,62581962)
(13,62581962)
(13,79797834)
(13,86336234)
(13,86336234)
(13,88749392)
(13,93957809)
(13,93957809)
(13,93957809)
(13,93957809)
(13,115485051)
(13,115485051)
(13,115485051)
(13,246481013)
(20,13)
(20,13)
(20,13)
(20,13)
(20,13)
(20,2172)
(20,2172)
(20,3840)
(20,3840)
(20,3840)
(20,7846)
(20,7846)
(20,10350)
(20,10350)
(20,33423)
(20,33423)
(20,33423)
(20,33423)
(20,36823)
(20,428333)
(20,643653)
(20,657863)
(20,657863)
(20,657863)
(20,657863)
(20,657863)
(20,749863)
(20,783214)
(20,783214)
(20,783214)
(20,783214)
(20,783214)
(20,783214)
(20,813286)
(20,813286)
(20,816653)
(20,816653)
(20,816653)
(20,949521)
(20,949521)
(20,949521)
(20,949521)
(20,949521)
(20,1344951)
(20,1344951)
(20,1344951)
(20,1344951)
(20,2384071)
(20,2384071)
(20,2384071)
(20,6141832)
(20,14075928)
(20,14230524)
(20,14348594)
(20,14749606)
(20,15485441)
(20,15661871)
(20,15661871)
(20,15901190)
(20,15901190)
(20,16303106)
(20,16303106)
(20,19058681)
(20,19397785)
(20,19725644)
(20,20536157)
(20,20536157)
(20,20536157)
(20,20536157)
(20,20536157)
(20,20609518)
(20,50393960)
(20,50393960)
(20,77888423)
(20,79797834)
(20,83883736)
(20,88749392)
(20,90420314)
(20,93957809)
(20,93957809)
(20,93957809)
(20,115485051)
(2172,12)
(2172,12)
(2172,20)
(2172,20)
(2172,3840)
(2172,3840)
(2172,3840)
(2172,3840)
