0000000000_0000000423_0000,0000000000_0000000263_0000,4,0
0000000000_0000000424_0000,0000000000_0000000263_0000,4,0
0000000000_0000000425_0000,0000000000_0000000263_0000,4,0
0000000000_0000000426_0000,0000000000_0000000263_0000,4,0
0000000000_0000000427_0000,0000000000_0000000263_0000,4,0
0000000000_0000000428_0000,0000000000_0000000263_0000,4,0
0000000000_0000000429_0000,0000000000_0000000263_0000,4,0
0000000000_0000000430_0000,0000000000_0000000263_0000,4,1
0000000000_0000000431_0000,0000000000_0000000263_0000,4,0
0000000000_0000000432_0000,0000000000_0000000263_0000,4,0
0000000000_0000000433_0000,0000000000_0000000263_0000,4,0
0000000000_0000000434_0000,0000000000_0000000263_0000,4,0
0000000000_0000000435_0000,0000000000_0000000263_0000,4,0
0000000000_0000000436_0000,0000000000_0000000263_0000,4,0
0000000000_0000000437_0000,0000000000_0000000263_0000,4,0
0000000000_0000000438_0000,0000000000_0000000263_0000,4,0
0000000000_0000000439_0000,0000000000_0000000263_0000,4,0
0000000000_0000000440_0000,0000000000_0000000263_0000,4,0
0000000000_0000000441_0000,0000000000_0000000263_0000,4,0
0000000000_0000000442_0000,0000000000_0000000263_0000,4,0
0000000000_0000000443_0000,0000000000_0000000263_0000,4,0
0000000000_0000000444_0000,0000000000_0000000263_0000,4,0
0000000000_0000000445_0000,0000000000_0000000263_0000,4,0
0000000000_0000000446_0000,0000000000_0000000263_0000,4,0
0000000000_0000000447_0000,0000000000_0000000263_0000,4,0
0000000000_0000000448_0000,0000000000_0000000263_0000,4,0
0000000000_0000000449_0000,0000000000_0000000263_0000,4,0
0000000000_0000000450_0000,0000000000_0000000263_0000,4,1
0000000000_0000000451_0000,0000000000_0000000263_0000,4,0
0000000000_0000000452_0000,0000000000_0000000263_0000,4,0
0000000000_0000000453_0000,0000000000_0000000263_0000,4,0
0000000000_0000000454_0000,0000000000_0000000263_0000,4,0
0000000000_0000000455_0000,0000000000_0000000263_0000,4,0
0000000000_0000000456_0000,0000000000_0000000263_0000,4,0
0000000000_0000000457_0000,0000000000_0000000263_0000,4,0
0000000000_0000000458_0000,0000000000_0000000263_0000,4,0
0000000000_0000000459_0000,0000000000_0000000263_0000,4,0
0000000000_0000000460_0000,0000000000_0000000263_0000,4,0
0000000000_0000000461_0000,0000000000_0000000263_0000,4,0
0000000000_0000000462_0000,0000000000_0000000000_0000,2,0
0000000000_0000000463_0000,0000000000_0000000240_0000,5,0
0000000000_0000000464_0000,0000000000_0000000258_0000,12,2
0000000000_0000000465_0000,0000000000_0000000464_0000,13,0
0000000000_0000000466_0000,0000000000_0000000157_0000,11,0
